regionName,scientificName,decimalLatitude,decimalLongitude,country,eventDate,kingdom,phylum,class,order,family,genus,species,datasetName
Goa (Arabian Sea),"Kalidasa albiflos (Walker, 1851)",15.636097,74.421333,India,2025-01-13T10:14:18,Animalia,Arthropoda,Insecta,Hemiptera,Fulgoridae,Kalidasa,Kalidasa lanata,iNaturalist research-grade observations
Goa (Arabian Sea),"Apis cerana Fabricius, 1793",15.715085,73.993422,India,2025-01-14T08:21:08,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis cerana,iNaturalist research-grade observations
Goa (Arabian Sea),"Agriocnemis pieris Laidlaw, 1919",15.719258,73.966836,India,2025-01-13T08:24:06,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Agriocnemis,Agriocnemis pieris,iNaturalist research-grade observations
Goa (Arabian Sea),"Argya striata (Dumont, 1823)",15.26422,73.94486,India,2025-01-09T16:31:20,Animalia,Chordata,Aves,Passeriformes,Leiothrichidae,Turdoides,Turdoides striata,iNaturalist research-grade observations
Goa (Arabian Sea),"Lanius schach Linnaeus, 1758",15.478399,73.932629,India,2025-01-05T07:39:19,Animalia,Chordata,Aves,Passeriformes,Laniidae,Lanius,Lanius schach,iNaturalist research-grade observations
Goa (Arabian Sea),"Junonia atlites (Linnaeus, 1763)",15.723129,74.001876,India,2025-01-08T12:06:22,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Junonia,Junonia atlites,iNaturalist research-grade observations
Goa (Arabian Sea),Luthrodes pandava,15.767384,74.096415,India,2025-01-09T11:18:31,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Luthrodes,Luthrodes pandava,iNaturalist research-grade observations
Goa (Arabian Sea),"Psammocora nierstraszi Van der Horst, 1921",15.350744,73.7847,India,2025-01-14T08:36:34,Animalia,Cnidaria,Anthozoa,Scleractinia,Psammocoridae,Psammocora,Psammocora nierstraszi,iNaturalist research-grade observations
Goa (Arabian Sea),"Abisara bifasciata Moore, 1877",15.34555,74.261559,India,2025-01-10T18:48,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Abisara,Abisara bifasciata,iNaturalist research-grade observations
Goa (Arabian Sea),"Abisara bifasciata Moore, 1877",15.34555,74.261559,India,2025-01-10T18:48,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Abisara,Abisara bifasciata,iNaturalist research-grade observations
Goa (Arabian Sea),Beilschmiedia dalzellii (Meisn.) Kosterm.,15.721881,73.925388,India,2025-01-12T16:33:09,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Beilschmiedia,Beilschmiedia dalzellii,iNaturalist research-grade observations
Goa (Arabian Sea),"Euthalia aconthea Cramer, 1779",15.76744,74.09638,India,2025-01-09T11:14:55,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Euthalia,Euthalia aconthea,iNaturalist research-grade observations
Goa (Arabian Sea),"Heliocypha bisignata (Hagen, 1853)",15.34555,74.261559,India,2025-01-10T18:48,Animalia,Arthropoda,Insecta,Odonata,Chlorocyphidae,Heliocypha,Heliocypha bisignata,iNaturalist research-grade observations
Goa (Arabian Sea),"Neptis hylas Linnaeus, 1758",15.34555,74.261559,India,2025-01-10T18:48,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Neptis,Neptis hylas,iNaturalist research-grade observations
Goa (Arabian Sea),"Varanus bengalensis (Daudin, 1802)",15.264241,73.94541,India,2025-01-11T15:04:44,Animalia,Chordata,Squamata,,Varanidae,Varanus,Varanus bengalensis,iNaturalist research-grade observations
Goa (Arabian Sea),"Nettapus coromandelianus (J.F.Gmelin, 1789)",15.270739,74.018628,India,2025-01-14T11:54:05,Animalia,Chordata,Aves,Anseriformes,Anatidae,Nettapus,Nettapus coromandelianus,iNaturalist research-grade observations
Goa (Arabian Sea),"Lathrecista asiatica (Fabricius, 1798)",15.34555,74.261559,India,2025-01-10T18:48,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Lathrecista,Lathrecista asiatica,iNaturalist research-grade observations
Goa (Arabian Sea),"Vestalis apicalis Selys, 1873",15.34555,74.261559,India,2025-01-10T18:48,Animalia,Arthropoda,Insecta,Odonata,Calopterygidae,Vestalis,Vestalis apicalis,iNaturalist research-grade observations
Goa (Arabian Sea),"Orsotriaena medus Fabricius, 1775",15.34555,74.261559,India,2025-01-10T18:48,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Orsotriaena,Orsotriaena medus,iNaturalist research-grade observations
Goa (Arabian Sea),"Pluvialis squatarola (Linnaeus, 1758)",15.405749,73.928634,India,2025-01-08,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis squatarola,iNaturalist research-grade observations
Goa (Arabian Sea),"Pantoporia hordonia (Stoll, 1790)",15.719025,73.967089,India,2025-01-13T12:46:38,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Pantoporia,Pantoporia hordonia,iNaturalist research-grade observations
Goa (Arabian Sea),"Orthetrum chrysis (Selys, 1891)",15.765157,74.092434,India,2025-01-09T12:54:14,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Orthetrum,Orthetrum chrysis,iNaturalist research-grade observations
Goa (Arabian Sea),"Cheritra freja (Fabricius, 1793)",15.34555,74.261559,India,2025-01-10T18:48,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Cheritra,Cheritra freja,iNaturalist research-grade observations
Goa (Arabian Sea),"Parantica aglea (Stoll, 1782)",15.722169,73.978967,India,2025-01-11T12:18:23,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Parantica,Parantica aglea,iNaturalist research-grade observations
Goa (Arabian Sea),"Pseudophilautus amboli (Biju & Bossuyt, 2009)",15.764744,73.807449,India,2025-01-14T13:04:55,Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Pseudophilautus,Pseudophilautus amboli,iNaturalist research-grade observations
Goa (Arabian Sea),"Acritillas indica (Jerdon, 1839)",15.722306,73.979059,India,2025-01-11T15:39:23,Animalia,Chordata,Aves,Passeriformes,Pycnonotidae,Acritillas,Acritillas indica,iNaturalist research-grade observations
Goa (Arabian Sea),"Vanellus malabaricus (Boddaert, 1783)",15.27125,74.018388,India,2025-01-14T12:04:38,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,Vanellus malabaricus,iNaturalist research-grade observations
Goa (Arabian Sea),"Funambulus tristriatus (Waterhouse, 1837)",15.725503,73.988773,India,2025-01-07T18:18:16,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Funambulus,Funambulus tristriatus,iNaturalist research-grade observations
Goa (Arabian Sea),"Badamia exclamationis (Fabricius, 1775)",15.767247,74.096454,India,2025-01-09T10:02:29,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Badamia,Badamia exclamationis,iNaturalist research-grade observations
Goa (Arabian Sea),"Arhopala amantes (Hewitson, 1862)",15.34555,74.261559,India,2025-01-10T18:48,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Arhopala,Arhopala amantes,iNaturalist research-grade observations
Goa (Arabian Sea),"Apis cerana Fabricius, 1793",15.715203,73.993511,India,2025-01-14T08:22:54,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis cerana,iNaturalist research-grade observations
Goa (Arabian Sea),"Neurothemis fulvia (Drury, 1773)",15.34555,74.261559,India,2025-01-10T18:48,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Neurothemis,Neurothemis fulvia,iNaturalist research-grade observations
Goa (Arabian Sea),"Tetrathemis platyptera Selys, 1878",15.722167,73.978961,India,2025-01-11T12:15:03,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Tetrathemis,Tetrathemis platyptera,iNaturalist research-grade observations
Goa (Arabian Sea),"Duttaphrynus melanostictus (Schneider, 1799)",15.653453,73.719262,India,2025-01-13T22:49:05,Animalia,Chordata,Amphibia,Anura,Bufonidae,Duttaphrynus,Duttaphrynus melanostictus,iNaturalist research-grade observations
Goa (Arabian Sea),"Lathrecista asiatica (Fabricius, 1798)",15.34555,74.261559,India,2025-01-10T18:48,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Lathrecista,Lathrecista asiatica,iNaturalist research-grade observations
Goa (Arabian Sea),"Oecophylla smaragdina (Fabricius, 1775)",15.290084,73.979877,India,2025-01-08T10:22:26,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Oecophylla,Oecophylla smaragdina,iNaturalist research-grade observations
Goa (Arabian Sea),"Neurothemis tullia (Drury, 1773)",15.723114,74.0018,India,2025-01-08T16:38:56,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Neurothemis,Neurothemis tullia,iNaturalist research-grade observations
Goa (Arabian Sea),"Neopithecops zalmora Butler, 1870",15.34555,74.261559,India,2025-01-10T18:48,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Neopithecops,Neopithecops zalmora,iNaturalist research-grade observations
Goa (Arabian Sea),"Neptis hylas Linnaeus, 1758",15.723227,74.001853,India,2025-01-08T09:37:25,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Neptis,Neptis hylas,iNaturalist research-grade observations
Goa (Arabian Sea),"Tagiades japetus (Stoll, 1781)",15.34555,74.261559,India,2025-01-10T18:48,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Tagiades,Tagiades japetus,iNaturalist research-grade observations
Goa (Arabian Sea),"Grapsus albolineatus Latreille, 1812",15.64923,73.715338,India,2025-01-12T00:31:16,Animalia,Arthropoda,Malacostraca,Decapoda,Grapsidae,Grapsus,Grapsus albolineatus,iNaturalist research-grade observations
Goa (Arabian Sea),"Telamonia dimidiata (Simon, 1899)",15.717381,73.9549,India,2025-01-13T09:12:03,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Telamonia,Telamonia dimidiata,iNaturalist research-grade observations
Goa (Arabian Sea),Spalgis epius,15.686562,74.355181,India,2025-01-13T13:29:05,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Spalgis,Spalgis epius,iNaturalist research-grade observations
Goa (Arabian Sea),"Badamia exclamationis (Fabricius, 1775)",15.719135,73.967097,India,2025-01-13T11:23:21,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Badamia,Badamia exclamationis,iNaturalist research-grade observations
Goa (Arabian Sea),"Cheilomenes sexmaculata (Fabricius, 1781)",15.715194,73.993242,India,2025-01-14T07:40:47,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Cheilomenes,Cheilomenes sexmaculata,iNaturalist research-grade observations
Goa (Arabian Sea),"Hypnale hypnale (Merrem, 1820)",15.3758,74.226924,India,2025-01-12T11:12:01,Animalia,Chordata,Squamata,,Viperidae,Hypnale,Hypnale hypnale,iNaturalist research-grade observations
Goa (Arabian Sea),"Acraea terpsicore (Linnaeus, 1758)",15.602113,73.82118,India,2025-01-12T10:07:30,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Acraea,Acraea terpsicore,iNaturalist research-grade observations
Goa (Arabian Sea),"Euthalia aconthea Cramer, 1779",15.715139,73.99359,India,2025-01-14T11:20:11,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Euthalia,Euthalia aconthea,iNaturalist research-grade observations
Goa (Arabian Sea),"Agriocnemis pieris Laidlaw, 1919",15.723353,74.001916,India,2025-01-08T11:54:03,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Agriocnemis,Agriocnemis pieris,iNaturalist research-grade observations
Goa (Arabian Sea),"Anthus trivialis (Linnaeus, 1758)",15.527692,73.906588,India,2025-01-06T09:43:19,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Anthus,Anthus trivialis,iNaturalist research-grade observations
Goa (Arabian Sea),Holoptelea integrifolia (Roxb.) Planch.,15.727931,73.972839,India,2025-01-07T12:59:23,Plantae,Tracheophyta,Magnoliopsida,Rosales,Ulmaceae,Holoptelea,Holoptelea integrifolia,iNaturalist research-grade observations
Goa (Arabian Sea),"Trithemis aurora (Burmeister, 1839)",15.727766,73.972023,India,2025-01-07T12:34:24,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Trithemis,Trithemis aurora,iNaturalist research-grade observations
Goa (Arabian Sea),"Bijoaraneus mitificus (Simon, 1886)",15.603236,74.499169,India,2025-01-13T11:23,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Bijoaraneus,Bijoaraneus mitificus,iNaturalist research-grade observations
Goa (Arabian Sea),"Vestalis gracilis (Rambur, 1842)",15.34555,74.261559,India,2025-01-10T18:48,Animalia,Arthropoda,Insecta,Odonata,Calopterygidae,Vestalis,Vestalis gracilis,iNaturalist research-grade observations
Goa (Arabian Sea),"Fowlea piscator (Schneider, 1799)",15.722291,73.97818,India,2025-01-14T21:23:26,Animalia,Chordata,Squamata,,Colubridae,Fowlea,Fowlea piscator,iNaturalist research-grade observations
Goa (Arabian Sea),"Anoplolepis gracilipes (Smith, 1857)",15.299327,74.123996,India,2025-01-11T07:11,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Anoplolepis,Anoplolepis gracilipes,iNaturalist research-grade observations
Goa (Arabian Sea),"Haludaria Pethiyagoda, 2013",15.727639,73.971942,India,2025-01-07T12:34:58,Animalia,Chordata,,Cypriniformes,Cyprinidae,Haludaria,,iNaturalist research-grade observations
Goa (Arabian Sea),"Caprona ransonnettii (Felder, 1868)",15.767347,74.096414,India,2025-01-09T11:05,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Caprona,Caprona ransonnettii,iNaturalist research-grade observations
Goa (Arabian Sea),"Apis cerana Fabricius, 1793",15.723303,74.002008,India,2025-01-08T12:08:13,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis cerana,iNaturalist research-grade observations
Goa (Arabian Sea),Syzygium cumini (L.) Skeels,15.749597,73.971428,India,2025-01-07T10:02:28,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Syzygium,Syzygium cumini,iNaturalist research-grade observations
Goa (Arabian Sea),Holarrhena pubescens (Buch.-Ham.) Wall. ex G.Don,15.719051,73.967112,India,2025-01-13T12:58:47,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Holarrhena,Holarrhena pubescens,iNaturalist research-grade observations
Goa (Arabian Sea),"Neurothemis fulvia (Drury, 1773)",15.34555,74.261559,India,2025-01-10T18:48,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Neurothemis,Neurothemis fulvia,iNaturalist research-grade observations
Goa (Arabian Sea),"Campsomeriella collaris (Fabricius, 1775)",15.718951,73.967151,India,2025-01-13T11:27:04,Animalia,Arthropoda,Insecta,Hymenoptera,Scoliidae,Campsomeriella,Campsomeriella collaris,iNaturalist research-grade observations
Goa (Arabian Sea),"Ypthima huebneri Kirby, 1871",15.722169,73.978958,India,2025-01-10T21:30:15,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Ypthima,Ypthima huebneri,iNaturalist research-grade observations
Goa (Arabian Sea),"Daphnis nerii Linnaeus, 1758",15.464097,73.813469,India,2025-01-09T13:29:35,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Daphnis,Daphnis nerii,iNaturalist research-grade observations
Goa (Arabian Sea),"Ypthima asterope Klug, 1832",15.34555,74.261559,India,2025-01-10T18:48,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Ypthima,Ypthima asterope,iNaturalist research-grade observations
Goa (Arabian Sea),Terminalia elliptica Willd.,15.749417,73.971374,India,2025-01-07T09:59:17,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Terminalia,Terminalia elliptica,iNaturalist research-grade observations
Goa (Arabian Sea),"Eurema hecabe (Linnaeus, 1758)",15.767187,74.096493,India,2025-01-09T11:41:52,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Eurema,Eurema hecabe,iNaturalist research-grade observations
Goa (Arabian Sea),"Neurothemis tullia (Drury, 1773)",15.34555,74.261559,India,2025-01-10T18:48,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Neurothemis,Neurothemis tullia,iNaturalist research-grade observations
Goa (Arabian Sea),"Badamia exclamationis (Fabricius, 1775)",15.767312,74.096412,India,2025-01-09T08:32:32,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Badamia,Badamia exclamationis,iNaturalist research-grade observations
Goa (Arabian Sea),"Vestalis gracilis (Rambur, 1842)",15.34555,74.261559,India,2025-01-10T18:48,Animalia,Arthropoda,Insecta,Odonata,Calopterygidae,Vestalis,Vestalis gracilis,iNaturalist research-grade observations
Goa (Arabian Sea),"Tanaecia lepidea (Butler, 1868)",15.767284,74.096428,India,2025-01-09T10:50:39,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Tanaecia,Tanaecia lepidea,iNaturalist research-grade observations
Goa (Arabian Sea),"Oryctes rhinoceros (Linnaeus, 1758)",15.463983,73.81347,India,2025-01-10T11:30:14,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Oryctes,Oryctes rhinoceros,iNaturalist research-grade observations
Goa (Arabian Sea),"Apis cerana Fabricius, 1793",15.71517,73.993663,India,2025-01-14T11:40:43,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis cerana,iNaturalist research-grade observations
Goa (Arabian Sea),"Systomus sarana (Hamilton, 1822)",15.727649,73.971937,India,2025-01-07T12:36:56,Animalia,Chordata,,Cypriniformes,Cyprinidae,Systomus,Systomus sarana,iNaturalist research-grade observations
Goa (Arabian Sea),"Lathrecista asiatica (Fabricius, 1798)",15.34555,74.261559,India,2025-01-10T18:48,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Lathrecista,Lathrecista asiatica,iNaturalist research-grade observations
Goa (Arabian Sea),"Lathrecista asiatica (Fabricius, 1798)",15.34555,74.261559,India,2025-01-10T18:48,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Lathrecista,Lathrecista asiatica,iNaturalist research-grade observations
Goa (Arabian Sea),"Amaurornis phoenicurus (Pennant, 1769)",15.550043,73.918022,India,2025-01-18,Animalia,Chordata,Aves,Gruiformes,Rallidae,Amaurornis,Amaurornis phoenicurus,
Goa (Arabian Sea),"Ardeola grayii (Sykes, 1832)",15.552371,73.810829,India,2025-01-15,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardeola,Ardeola grayii,
Goa (Arabian Sea),"Halcyon smyrnensis (Linnaeus, 1758)",15.610399,73.895187,India,2025-01-18,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Halcyon,Halcyon smyrnensis,
Goa (Arabian Sea),"Ardea Linnaeus, 1758",15.598148,73.825249,India,2025-01-15,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,,
Goa (Arabian Sea),"Dicrurus macrocercus Vieillot, 1817",15.550755,73.810608,India,2025-01-15,Animalia,Chordata,Aves,Passeriformes,Dicruridae,Dicrurus,Dicrurus macrocercus,
Goa (Arabian Sea),"Prinia socialis Sykes, 1832",15.529291,73.859932,India,2025-01-18,Animalia,Chordata,Aves,Passeriformes,Cisticolidae,Prinia,Prinia socialis,
Goa (Arabian Sea),"Amandava amandava amandava (Linnaeus, 1758)",15.609818,73.896744,India,2025-01-18,Animalia,Chordata,Aves,Passeriformes,Estrildidae,Amandava,Amandava amandava,
Goa (Arabian Sea),"Amaurornis phoenicurus (Pennant, 1769)",15.321192,74.000313,India,2025-01-21,Animalia,Chordata,Aves,Gruiformes,Rallidae,Amaurornis,Amaurornis phoenicurus,
Goa (Arabian Sea),"Metopidius indicus (Latham, 1790)",15.3018,74.000839,India,2025-01-21,Animalia,Chordata,Aves,Charadriiformes,Jacanidae,Metopidius,Metopidius indicus,
Goa (Arabian Sea),"Prinia socialis Sykes, 1832",15.529291,73.859932,India,2025-01-18,Animalia,Chordata,Aves,Passeriformes,Cisticolidae,Prinia,Prinia socialis,
Goa (Arabian Sea),"Ardea Linnaeus, 1758",15.598148,73.825249,India,2025-01-15,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,,
Goa (Arabian Sea),"Dicrurus macrocercus Vieillot, 1817",15.550755,73.810608,India,2025-01-15,Animalia,Chordata,Aves,Passeriformes,Dicruridae,Dicrurus,Dicrurus macrocercus,
Goa (Arabian Sea),"Milvus migrans (Boddaert, 1783)",15.298658,74.012146,India,2025-01-21,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Milvus,Milvus migrans,
Goa (Arabian Sea),"Ploceus philippinus (Linnaeus, 1766)",15.321177,74.000366,India,2025-01-21,Animalia,Chordata,Aves,Passeriformes,Ploceidae,Ploceus,Ploceus philippinus,
Goa (Arabian Sea),"Amaurornis phoenicurus (Pennant, 1769)",15.321192,74.000313,India,2025-01-21,Animalia,Chordata,Aves,Gruiformes,Rallidae,Amaurornis,Amaurornis phoenicurus,
Goa (Arabian Sea),"Milvus migrans (Boddaert, 1783)",15.298658,74.012146,India,2025-01-21,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Milvus,Milvus migrans,
Goa (Arabian Sea),"Amaurornis phoenicurus (Pennant, 1769)",15.550043,73.918022,India,2025-01-18,Animalia,Chordata,Aves,Gruiformes,Rallidae,Amaurornis,Amaurornis phoenicurus,
Goa (Arabian Sea),"Metopidius indicus (Latham, 1790)",15.3018,74.000839,India,2025-01-21,Animalia,Chordata,Aves,Charadriiformes,Jacanidae,Metopidius,Metopidius indicus,
Goa (Arabian Sea),"Amandava amandava (Linnaeus, 1758)",15.609818,73.896744,India,2025-01-18,Animalia,Chordata,Aves,Passeriformes,Estrildidae,Amandava,Amandava amandava,
Goa (Arabian Sea),"Halcyon smyrnensis (Linnaeus, 1758)",15.610399,73.895187,India,2025-01-18,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Halcyon,Halcyon smyrnensis,
Goa (Arabian Sea),"Ardeola grayii (Sykes, 1832)",15.552371,73.810829,India,2025-01-15,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardeola,Ardeola grayii,
Goa (Arabian Sea),"Ploceus philippinus (Linnaeus, 1766)",15.321177,74.000366,India,2025-01-21,Animalia,Chordata,Aves,Passeriformes,Ploceidae,Ploceus,Ploceus philippinus,
Goa (Arabian Sea),"Treron bicinctus bicinctus (Jerdon, 1840)",15.799246,73.847862,India,2025-01-20,Animalia,Chordata,Aves,Columbiformes,Columbidae,Treron,Treron bicinctus,
Goa (Arabian Sea),"Butastur teesa (Franklin, 1831)",15.566305,73.838844,India,2025-01-18,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Butastur,Butastur teesa,
Goa (Arabian Sea),"Plegadis falcinellus (Linnaeus, 1766)",15.3003,74.006073,India,2025-01-21,Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Plegadis,Plegadis falcinellus,
Goa (Arabian Sea),"Strix leptogrammica indranee Sykes, 1832",15.799082,73.861198,India,2025-01-20,Animalia,Chordata,Aves,Strigiformes,Strigidae,Strix,Strix leptogrammica,
Goa (Arabian Sea),"Himantopus himantopus (Linnaeus, 1758)",15.482667,73.929955,India,2025-01-18,Animalia,Chordata,Aves,Charadriiformes,Recurvirostridae,Himantopus,Himantopus himantopus,
Goa (Arabian Sea),"Threskiornis melanocephalus (Latham, 1790)",15.390281,74.346017,India,2025-01-16,Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Threskiornis,Threskiornis melanocephalus,
Goa (Arabian Sea),"Lanius schach Linnaeus, 1758",15.307068,73.997307,India,2025-01-21,Animalia,Chordata,Aves,Passeriformes,Laniidae,Lanius,Lanius schach,
Goa (Arabian Sea),"Ducula cuprea (Jerdon, 1840)",15.799087,73.837936,India,2025-01-20,Animalia,Chordata,Aves,Columbiformes,Columbidae,Ducula,Ducula badia,
Goa (Arabian Sea),"Cecropis daurica (Laxmann, 1769)",15.471122,74.082703,India,2025-01-19,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Cecropis,Cecropis daurica,
Goa (Arabian Sea),"Cacomantis sonneratii sonneratii (Latham, 1790)",15.461997,74.087334,India,2025-01-19,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Cacomantis,Cacomantis sonneratii,
Goa (Arabian Sea),"Artamus fuscus Vieillot, 1817",15.410087,74.172417,India,2025-01-21,Animalia,Chordata,Aves,Passeriformes,Artamidae,Artamus,Artamus fuscus,
Goa (Arabian Sea),"Eudynamys scolopaceus (Linnaeus, 1758)",15.799122,73.847809,India,2025-01-20,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Eudynamys,Eudynamys scolopaceus,
Goa (Arabian Sea),"Hydrophasianus chirurgus (Scopoli, 1786)",15.301826,74.000168,India,2025-01-21,Animalia,Chordata,Aves,Charadriiformes,Jacanidae,Hydrophasianus,Hydrophasianus chirurgus,
Goa (Arabian Sea),"Dendrocygna javanica (Horsfield, 1821)",15.320473,73.996582,India,2025-01-21,Animalia,Chordata,Aves,Anseriformes,Anatidae,Dendrocygna,Dendrocygna javanica,
Goa (Arabian Sea),"Psilopogon haemacephalus (P.L.S.Müller, 1776)",15.799183,73.847748,India,2025-01-20,Animalia,Chordata,Aves,Piciformes,Megalaimidae,Psilopogon,Psilopogon haemacephalus,
Goa (Arabian Sea),"Vanellus malabaricus (Boddaert, 1783)",15.535158,73.815079,India,2025-01-20,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,Vanellus malabaricus,
Goa (Arabian Sea),"Psilopogon malabaricus (Blyth, 1847)",15.394739,74.336884,India,2025-01-16,Animalia,Chordata,Aves,Piciformes,Megalaimidae,Psilopogon,Psilopogon malabaricus,
Goa (Arabian Sea),"Aythya fuligula (Linnaeus, 1758)",15.320368,74.000526,India,2025-01-21,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,Aythya fuligula,
Goa (Arabian Sea),"Microcarbo niger (Vieillot, 1817)",15.528997,73.859032,India,2025-01-18,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Microcarbo,Microcarbo niger,
Goa (Arabian Sea),"Ardea intermedia Wagler, 1829",15.301797,74.000839,India,2025-01-21,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,Egretta intermedia,
Goa (Arabian Sea),"Spatula clypeata (Linnaeus, 1758)",15.318417,74.001266,India,2025-01-21,Animalia,Chordata,Aves,Anseriformes,Anatidae,Spatula,Spatula clypeata,
Goa (Arabian Sea),"Glareola lactea Temminck, 1820",15.48212,73.927612,India,2025-01-18,Animalia,Chordata,Aves,Charadriiformes,Glareolidae,Glareola,Glareola lactea,
Goa (Arabian Sea),"Psilopogon viridis (Boddaert, 1783)",15.799233,73.839409,India,2025-01-20,Animalia,Chordata,Aves,Piciformes,Megalaimidae,Psilopogon,Psilopogon viridis,
Goa (Arabian Sea),"Tachyspiza Kaup, 1844",15.414987,74.197952,India,2025-01-21,Animalia,Chordata,Aves,,,Tachyspiza,,
Goa (Arabian Sea),"Dendrocygna javanica (Horsfield, 1821)",15.301806,74.000816,India,2025-01-21,Animalia,Chordata,Aves,Anseriformes,Anatidae,Dendrocygna,Dendrocygna javanica,
Goa (Arabian Sea),"Muscicapa dauurica poonensis Sykes, 1832",15.43214,74.109123,India,2025-01-19,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Muscicapa,Muscicapa latirostris,
Goa (Arabian Sea),"Tringa glareola Linnaeus, 1758",15.521239,73.808411,India,2025-01-20,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,Tringa glareola,
Goa (Arabian Sea),"Aythya nyroca (Güldenstädt, 1770)",15.320367,74.000526,India,2025-01-21,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,Aythya nyroca,
